Developmental_Phase,Date,Year,Month,DOY,DAS,Crop,AGB_g_m2_avg,AGB_se,LAI_avg,GY_avg,Tair_C,VPD_hPa,ET_mm_d,PCPN_mm_cor,R_in_MJ_m2_d,rH_avg,NEE_qa_g_C_m2_d,ER_qa_g_C_m2_d,GEP_qa_g_C_m2_d,VSWC_005cm_avg,VSWC_010cm_avg,VSWC_020cm_avg,VSWC_050cm_avg
NA,2015-10-17,2015,10,290,NA,NA,NA,NA,NA,NA,6.059205416666667,5.05336125,0.28822851600124644,0,13.3632,57.745041666666665,0.5225342399999999,1.58760756,1.06507332,20.351232813195573,18.12498261974535,15.121145833333332,19.239615355704444
NA,2015-10-18,2015,10,291,NA,NA,NA,NA,NA,NA,12.162485416666666,8.122252083333333,0.3656482830644025,0,12.4542,56.39966666666667,0.41319936,1.8976519079999996,1.4844525479999997,20.702884999378337,18.305324020529653,15.137916666666667,19.1122330708516
NA,2015-10-19,2015,10,292,NA,NA,NA,NA,NA,NA,13.264758333333331,7.25029375,0.19451607771745416,0,11.678399999999998,56.4370625,0.5700090959999999,2.1629321999999993,1.5929231039999994,21.487215304221564,18.500838938205696,15.342395833333333,19.14615403199125
NA,2015-10-20,2015,10,293,NA,NA,NA,NA,NA,NA,11.870920833333331,5.261960416666667,0.32510076062864485,0,10.5408,66.15902083333333,0.5620110479999999,2.243598588,1.6815875399999998,21.313475174749687,18.55315183674528,15.3140625,19.23024974817764
NA,2015-10-21,2015,10,294,NA,NA,NA,NA,NA,NA,8.931091666666667,5.06651375,0.33195457065581324,0,12.645,60.86177083333333,1.1467882799999998,2.4223650479999996,1.275576768,20.999463616253436,18.46175166421264,15.268645833333332,19.279694502149027
NA,2015-10-22,2015,10,295,NA,NA,NA,NA,NA,NA,8.965266875,6.717846458333334,0.37539994343191463,1.7,12.285,52.64120833333333,1.008294912,2.4295475879999997,1.4212526759999995,19.992888454659635,18.130210688234794,15.059583333333334,19.218362709932013
NA,2015-10-23,2015,10,296,NA,NA,NA,NA,NA,NA,7.133989583333333,0.8500081330590209,0.5287817569718506,5.4,2.1528,91.83375,3.6108987839999993,2.587529339999999,-1.0233694440000003,21.65693941836193,19.4494657466725,15.104791666666667,19.087984149790348
NA,2015-10-24,2015,10,297,NA,NA,NA,NA,NA,NA,6.47374,3.7080325,1.074827710479077,0,11.4804,71.81475,2.8007801999999997,2.513444687999999,-0.2873355120000003,22.10294548202255,19.55297767344875,14.89875,18.96220893615875
NA,2015-10-25,2015,10,298,NA,NA,NA,NA,NA,NA,4.448995833333333,0.9098859166666666,0.3287716471819996,0,4.6494,90.62214583333332,1.637455824,2.29757256,0.660116736,21.39704262361099,19.429367180703544,14.7825,18.826708188169444
NA,2015-10-26,2015,10,299,NA,NA,NA,NA,NA,NA,4.516477083333333,0.5014987700735417,0.4392313390234178,7.5,4.9104,95.52014583333332,3.1248493199999996,2.1806947439999993,-0.9441545760000004,22.038667550729116,20.040918871774444,14.981875,18.652826606232015
NA,2015-10-27,2015,10,300,NA,NA,NA,NA,NA,NA,6.17196875,0.520517796285,0.8979597806556071,3.3000000000000003,3.7152,94.51683333333334,3.87210024,2.362361111999999,-1.5097391280000003,29.764315864638647,25.48604618117917,16.911666666666665,18.500782544133543
NA,2015-10-28,2015,10,301,NA,NA,NA,NA,NA,NA,0.717368875,1.2118964583333334,1.1022517785685408,0,3.4218,81.43729166666667,1.466809128,1.8086296679999996,0.3418205399999996,28.530156437837604,24.791507122917363,16.69708333333333,18.474092661605347
NA,2015-10-29,2015,10,302,NA,NA,NA,NA,NA,NA,0.9181361041666668,0.99265,0.5426440316560247,0,6.624,86.08164583333334,1.2183138720000002,1.7213883479999996,0.5030744759999994,28.050519685379165,24.538586899502707,16.542395833333334,18.27310189357361
NA,2015-10-30,2015,10,303,NA,NA,NA,NA,NA,NA,5.509320416666666,3.725776875,0.6419466753328728,0,9.9594,70.54133333333333,1.578889152,1.6425356039999994,0.06364645199999952,27.687582675074633,24.330182754937223,16.533541666666665,18.137603871604306
NA,2015-10-31,2015,10,304,NA,NA,NA,NA,NA,NA,8.333014583333334,4.975935416666666,0.6976589641943868,0,10.8468,57.38727083333333,1.2351020399999997,1.632840768,0.3977387280000002,27.507024848285884,24.261333746436044,16.68,18.10713184888389
NA,2015-11-01,2015,11,305,NA,NA,NA,NA,NA,NA,9.459877083333334,5.44769375,0.48638135335024296,0,6.2766,60.100791666666666,1.801513872,1.5270204239999998,-0.2744934480000001,27.09861335849781,24.00930833212764,16.70489583333333,18.12183337699104
NA,2015-11-02,2015,11,306,NA,NA,NA,NA,NA,NA,8.812783333333334,4.175723125,0.7734127598190714,0.7999999999999999,8.9676,67.26747916666666,1.974410424,1.4567715,-0.5176389240000001,26.95425013231823,23.897420965286113,16.692916666666665,18.144327905372847
NA,2015-11-03,2015,11,307,NA,NA,NA,NA,NA,NA,6.079677083333333,1.2980432291666666,0.22304784853882256,0,4.626,86.9815,1.074326976,1.382319432,0.307992456,26.748977428739423,23.680976150251112,16.686354166666668,18.16715656681764
NA,2015-11-04,2015,11,308,NA,NA,NA,NA,NA,NA,4.5950291666666665,0.0731612790363125,0.09374931221921964,0.1,1.1592,99.20935416666669,0.079054488,1.3535335439999998,1.274479056,26.50825344679656,23.473744027088888,16.726458333333333,18.171071809384586
NA,2015-11-05,2015,11,309,NA,NA,NA,NA,NA,NA,2.7822770833333332,0.29200482869458333,0.5914271244589246,0.1,2.2248,96.12841666666668,-1.2671108640000002,1.2080634839999995,2.475174348,26.07395391091495,23.22738213378743,16.607708333333335,18.13569210276278
NA,2015-11-06,2015,11,310,NA,NA,NA,NA,NA,NA,1.2242420208333331,1.1547435416666667,0.5233578266564107,0,4.9104,84.034375,1.1435901840000002,1.1563361279999995,0.01274594399999951,25.38697004915568,22.963215352184793,16.4596875,18.05261247968382
NA,2015-11-07,2015,11,311,NA,NA,NA,NA,NA,NA,2.4739158333333333,3.513298333333333,0.4818910850802304,0,9.5472,65.25054166666666,1.4747203439999998,1.097815356,-0.37690498799999994,24.31834744001224,22.62338643981618,16.2803125,17.9225269583491
NA,2015-11-08,2015,11,312,NA,NA,NA,NA,NA,NA,6.509535208333333,5.662452083333333,0.33404987473687187,0,9.6354,51.02322916666667,1.2509959679999998,1.315512036,0.06451606800000009,26.49628361492193,22.620955487276667,16.612916666666667,17.77283630148875
NA,2015-11-09,2015,11,313,NA,NA,NA,NA,NA,NA,5.742794791666666,3.6868972916666665,0.24601311240221868,0,7.9056,66.5129375,0.815602176,1.34468748,0.529085304,25.15385744020552,22.486619049239444,16.832291666666666,17.723933217024445
NA,2015-11-10,2015,11,314,NA,NA,NA,NA,NA,NA,0.888299875,0.14325508333333334,0.18295664214068555,0.1,1.7388,97.8354375,-0.3211023599999999,1.1681535959999996,1.4892559559999996,24.213446420745832,22.306588357735414,16.925416666666667,17.69076364058236
NA,2015-11-11,2015,11,315,NA,NA,NA,NA,NA,NA,0.8299643104166666,0.20672535750645832,0.3464717452804097,0,1.8396,97.0111875,1.4818895999999997,1.2195039239999996,-0.26238567600000007,24.51462492741104,22.20904297170542,16.944166666666668,17.61538548230743
NA,2015-11-12,2015,11,316,NA,NA,NA,NA,NA,NA,1.0000469375,2.3964935833075,0.5390402968413268,0,9.2718,68.10066666666667,1.260293904,1.1624934240000002,-0.09780047999999963,24.144374184012342,21.95821241942604,16.821666666666665,17.56650135111764
NA,2015-11-13,2015,11,317,NA,NA,NA,NA,NA,NA,1.0869197916666666,3.510337916666667,0.29665291547153255,0,8.1018,61.90560416666666,1.00776096,1.109076084,0.10131512400000008,22.990110513566385,21.402064857909167,16.709791666666668,17.46748077690979
NA,2015-11-14,2015,11,318,NA,NA,NA,NA,NA,NA,8.246116666666667,5.876283333333333,0.1896755776788941,0,7.6068,51.325291666666665,0.9617484240000002,1.2953332079999995,0.3335847839999996,24.109391396243907,21.788476174513264,16.790208333333332,17.357347717039378
NA,2015-11-15,2015,11,319,NA,NA,NA,NA,NA,NA,7.788767708333333,4.76527375,0.22080886309299697,0,8.4996,62.978625,0.8533961279999999,1.233099936,0.37970380800000025,24.244026757137345,21.817234122723335,16.898958333333333,17.39872772177514
NA,2015-11-16,2015,11,320,NA,NA,NA,NA,NA,NA,6.139145833333333,2.0560091651029166,0.16408277174215824,0.1,6.9588,81.5053125,0.7064150399999999,1.256120568,0.5497055280000002,24.3623322770525,21.915707929236735,17.046145833333334,17.470471996809096
NA,2015-11-17,2015,11,321,NA,NA,NA,NA,NA,NA,1.2085174166666668,2.387345625,0.2656571853537593,0,7.3278,66.30560416666667,0.6090694559999998,1.038946392,0.4298769360000001,23.837694121616305,21.644458467509583,16.955625,17.556573806173056
NA,2015-11-18,2015,11,322,NA,NA,NA,NA,NA,NA,-1.2204891666666666,2.207058958333333,0.3906207118799556,0.2,2.0754,61.9650625,-0.05446591200000004,0.8491187879999997,0.9035846999999998,22.87928626685568,21.057163412697506,16.679375,17.4937208376125
NA,2015-11-19,2015,11,323,NA,NA,NA,NA,NA,NA,-4.152704583333334,2.68195125,0.24196802069835083,0,8.5266,43.513020833333336,0.21913308,0.8152566839999998,0.5961236039999999,20.848942937917947,19.95913676270736,16.486666666666668,17.343484054797848
NA,2015-11-20,2015,11,324,NA,NA,NA,NA,NA,NA,-7.130377083333333,1.5636929166666669,0.12208935362745058,0,8.0424,61.56164583333333,0.02327551199999998,0.7757833319999998,0.7525078199999998,17.080207987083973,15.914964576742053,16.2534375,17.202615128234097
NA,2015-11-21,2015,11,325,NA,NA,NA,NA,NA,NA,-7.311264583333333,0.6254153958333333,0.24023331196034745,0,5.1732,85.01110416666667,0.6423587279999999,0.7994921399999999,0.15713341199999997,16.47396105363874,NA,15.635,17.08001681680347
NA,2015-11-22,2015,11,326,NA,NA,NA,NA,NA,NA,0.4535664583333333,2.8079269166666667,0.24417257439119744,0,7.7472,65.6888125,0.462678048,0.8837459639999999,0.42106791599999993,17.37369949069908,NA,15.282604166666667,16.985773707212015
NA,2015-11-23,2015,11,327,NA,NA,NA,NA,NA,NA,0.03184245833333334,2.251368125,0.11588846902692944,0.2,6.1848,66.76754166666667,0.445727664,0.9543860639999998,0.5086583999999998,17.706934302189907,16.316440049402,15.460677083333334,16.594385143906734
NA,2015-11-24,2015,11,328,NA,NA,NA,NA,NA,NA,-0.15060916666666663,1.574425625,0.08676449255339183,0,6.921,77.39227083333333,0.484416936,0.966977136,0.48256019999999994,18.447244002947706,16.497772337042917,15.758229166666666,16.82582971861236
NA,2015-11-25,2015,11,329,NA,NA,NA,NA,NA,NA,-3.1435622916666666,0.654868125,0.12098166942744697,0,1.7154,86.03308333333334,0.395900136,0.9610567920000002,0.5651566560000002,18.458671031872633,16.641844197116665,15.899166666666666,16.806021360712084
NA,2015-11-26,2015,11,330,NA,NA,NA,NA,NA,NA,-10.0569,0.7003522916666667,0.1536775082342698,0,5.792400000000001,76.32270833333334,0.31645771199999995,0.839715552,0.5232578400000001,16.691900971054384,14.628630945680555,15.261041666666667,16.794100895084863
NA,2015-11-27,2015,11,331,NA,NA,NA,NA,NA,NA,-11.118539583333334,0.9162620833333334,0.10223213864972844,0,8.406,74.98477083333333,0.5012247599999999,0.696651084,0.19542632400000004,15.17750155712649,13.031568257510637,12.761875,16.73119514287528
NA,2015-11-28,2015,11,332,NA,NA,NA,NA,NA,NA,-5.47328030625,2.1178102083333332,0.11339867403192216,0,7.4376,58.44139583333333,0.5940034559999999,0.6789517199999999,0.084948264,15.022429358143931,12.81729011230362,11.393645833333334,16.630888992827916
NA,2015-11-29,2015,11,333,NA,NA,NA,NA,NA,NA,-3.5337239583333333,1.311160625,0.04862538952106506,0.1,3.7098,73.41533333333334,0.471346776,0.7320916080000001,0.2607448320000001,15.657866294461302,13.28154576870473,11.281041666666669,16.531255730449793
NA,2015-11-30,2015,11,334,NA,NA,NA,NA,NA,NA,-2.821421875,0.5606490842352083,0.07992314168592213,0.1,3.132,89.41891666666666,0.09878112,0.7908523559999998,0.6920712359999998,16.337066423287165,13.867399015468958,11.620833333333334,16.482091862494514
NA,2015-12-01,2015,12,335,NA,NA,NA,NA,NA,NA,-2.55739375,0.4271163548656042,0.13863888796290152,0.1,3.6576,91.99329166666666,0.4211838647999999,0.847190664,0.42600679920000006,16.772269495699135,14.320546090380695,12.020729166666667,16.472385553264793
NA,2015-12-02,2015,12,336,NA,NA,NA,NA,NA,NA,-3.068456875,1.322299375,-0.03999912926493676,0,7.2702,76.46575,0.7311435839999999,0.8571539880000001,0.1260104040000002,16.6935821873104,14.32243458760868,12.248229166666668,16.478545822539726
NA,2015-12-03,2015,12,337,NA,NA,NA,NA,NA,NA,-0.276866875,1.3181710416666668,-0.05257155365332054,0,6.6726,79.7424375,1.040701824,0.8902717559999997,-0.15043006800000014,16.79323368716669,14.482188687164792,12.3946875,16.47767467227778
NA,2015-12-04,2015,12,338,NA,NA,NA,NA,NA,NA,0.02661499999999999,1.287629583333333,0.1427360681553519,NA,6.5556,80.94991666666667,1.454856336,0.916916436,-0.5379398999999999,16.872320440411624,14.704397881574042,12.628385416666667,16.46904811224617
NA,2015-12-05,2015,12,339,NA,NA,NA,NA,NA,NA,3.0301246666666666,2.2921145833333334,0.12987686459469994,0,5.985,71.7764375,0.8526096719999998,0.977171364,0.12456169200000013,17.335207599392486,15.880955924142016,13.093333333333334,16.463719863879582
NA,2015-12-06,2015,12,340,NA,NA,NA,NA,NA,NA,-0.15562879166666663,1.3154695833333334,0.20216426233257728,0,6.1524,80.3590625,1.1964851280000002,0.980353476,-0.21613165200000028,17.350546642377,16.29048820588243,13.558541666666668,16.464355034087223
NA,2015-12-07,2015,12,341,NA,NA,NA,NA,NA,NA,3.027714375,2.7919364583333333,0.35894761581725543,0,5.5278,67.4374375,1.03568436,1.007880192,-0.02780416799999985,18.560538926350144,18.093039342199027,15.3265625,16.98933260624153
NA,2015-12-08,2015,12,342,NA,NA,NA,NA,NA,NA,3.26751625,2.5687129166666667,0.3400549892178719,0,2.8782,69.44997916666667,0.960804936,1.0158580439999998,0.05505310799999985,21.256939389680365,20.60347205567951,17.061666666666667,17.597524190995557
NA,2015-12-09,2015,12,343,NA,NA,NA,NA,NA,NA,8.1772125,4.341957708333333,0.47952468422489847,0,4.3524,66.95929166666667,2.2014011519999994,1.051324272,-1.1500768799999994,24.712679360056615,22.92798790845389,17.155625,17.461477537165003
NA,2015-12-10,2015,12,344,NA,NA,NA,NA,NA,NA,2.4056933333333332,1.574636666666667,0.586026708462021,0,2.4768,79.4700625,0.9183330719999998,1.06056162,0.1422285480000003,28.0932418899688,26.37710348281056,17.395,17.40445532550257
NA,2015-12-11,2015,12,345,NA,NA,NA,NA,NA,NA,-2.4171958333333334,0.03671579313355416,0.09495397713433865,0.1,2.3076,99.2995625,0.18196941599999997,0.9279232559999998,0.7459538399999999,26.87816495655146,25.392217089694658,17.354895833333334,17.42364521044875
NA,2015-12-12,2015,12,346,NA,NA,NA,NA,NA,NA,-2.6485725,5.0469923333333335e-5,0.10117236663022064,1.5,2.9844,99.9986875,0.77583312,0.863753868,0.08792074799999994,26.720281305710575,25.007811061994236,17.3275,17.411005060325763
NA,2015-12-13,2015,12,347,NA,NA,NA,NA,NA,NA,-2.7004729166666666,3.33658125e-9,0.09831178779101324,0,3.3642,100,0.4403633039999999,0.808906068,0.3685427640000001,26.960962994613386,24.960233820482987,17.319583333333334,17.383938868421318
NA,2015-12-14,2015,12,348,NA,NA,NA,NA,NA,NA,-6.178977083333334,0.00277435889375,0.11930889177148184,0,3.6936,99.9139375,0.171665352,0.7401395519999999,0.5684741999999999,27.010722821052394,24.867719717277293,17.313854166666665,17.368892872468056
NA,2015-12-15,2015,12,349,NA,NA,NA,NA,NA,NA,-5.3,5.292202083333333e-9,0.1462820160763913,0,2.9772,100,0.226368432,0.672893028,0.44652459599999994,26.695677028739688,24.59452224236014,17.302395833333335,17.358372309380275
NA,2015-12-16,2015,12,350,NA,NA,NA,NA,NA,NA,-6.139547916666666,0.07175101042341667,0.24147643229626703,0,2.1888,98.2283125,-0.027048168,0.6064737839999998,0.6335219519999998,26.227029295879795,24.31737218530278,17.284583333333334,17.340956670592846
NA,2015-12-17,2015,12,351,NA,NA,NA,NA,NA,NA,-10.279141666666666,0.4970287291666667,0.10039704224552312,0,5.4468,82.29022916666666,0.505341936,0.5461392599999999,0.04079732399999991,25.74066033947125,24.128912275025343,17.27145833333333,17.32326201633646
NA,2015-12-18,2015,12,352,NA,NA,NA,NA,NA,NA,-13.593160416666668,0.40347229166666665,0.03661375912705875,0,4.9338,82.08779166666666,0.498326256,0.4825532879999999,-0.01577296800000011,24.64653904955844,23.48859978434875,17.241875,17.32034100256104
NA,2015-12-19,2015,12,353,NA,NA,NA,NA,NA,NA,-12.723945833333334,0.22861725,-0.00660493180726588,0,4.9176,90.26085416666666,0.583985916,0.43128666,-0.15269925600000006,22.659933149033645,22.53911295243736,17.175416666666667,17.31737991451271
NA,2015-12-20,2015,12,354,NA,NA,NA,NA,NA,NA,-7.05840625,0.15765326565875,0.08443123784517145,0,3.7386,95.51252083333333,-0.105761052,0.404918136,0.510679188,21.130397098995157,22.063240135900973,17.115833333333335,17.29579515020618
NA,2015-12-21,2015,12,355,NA,NA,NA,NA,NA,NA,-7.106177083333333,0.02177321030791666,0.15273173636102833,0,3.438,99.32491666666668,-0.0342869112,0.3908858039999999,0.4251727151999999,21.006061387255578,22.01702578693514,17.065833333333334,17.269420704210415
NA,2015-12-22,2015,12,356,NA,NA,NA,NA,NA,NA,-5.687979166666667,0.00426233557083333,0.1948049534770205,0,2.4894,99.88464583333334,-0.33037400015999996,0.37170662399999993,0.7020806241599999,20.92812010751651,21.97272355987007,17.024895833333332,17.24365174871125
NA,2015-12-23,2015,12,357,NA,NA,NA,NA,NA,NA,-7.454377083333333,0.05716063567083333,0.3562491544595938,0.1,3.3642,98.2449375,-0.01993386239999999,0.35391999599999996,0.3738538584,21.163974043518905,21.957112268441527,16.995729166666667,17.221012011498818
NA,2015-12-24,2015,12,358,NA,NA,NA,NA,NA,NA,-8.338677083333334,0.08617354166666667,0.0752370192150635,0,2.8530000000000006,97.30114583333334,0.3639647952,0.3728818799999999,0.00891708479999986,21.070669040642187,21.805332122478266,16.952291666666667,17.201717610378264
NA,2015-12-25,2015,12,359,NA,NA,NA,NA,NA,NA,-9.362327083333334,0.14190644166666666,0.07465498614447563,0,2.466,94.27222916666666,-0.3922070328,0.42044713199999995,0.8126541647999999,20.77292883440604,21.621141448200696,16.901354166666668,17.186817256286666
NA,2015-12-26,2015,12,360,NA,NA,NA,NA,NA,NA,-16.670833333333334,0.270295625,0.02879182699374806,0,5.8302000000000005,84.30514583333333,0.575479728,0.45885905999999993,-0.1166206680000001,19.86307398374276,20.76736367138854,16.826875,17.169565796596387
NA,2015-12-27,2015,12,361,NA,NA,NA,NA,NA,NA,-17.7365,0.156763125,0.02051556291509212,0,5.542199999999999,89.429875,0.8106956711999999,0.481874292,-0.3288213791999999,18.200607217126585,19.410158752741875,16.591354166666665,17.139776486264513
NA,2015-12-28,2015,12,362,NA,NA,NA,NA,NA,NA,-14.73125,0.31513104166666667,0.02907688662910152,0,7.7112,84.4183125,0.8998890479999997,0.46589202,-0.4339970279999998,17.418120799311808,17.685800512157154,16.031041666666667,17.101563630890556
NA,2015-12-29,2015,12,363,NA,NA,NA,NA,NA,NA,-11.247958333333331,0.39804,0.06927901957195995,0,3.8646,85.38041666666666,0.0033554088,0.434533248,0.4311778392,17.203279472865788,17.10457413272007,15.301666666666666,17.065462621270765
NA,2015-12-30,2015,12,364,NA,NA,NA,NA,NA,NA,-10.114766666666666,0.24927564583333336,0.09027283586648484,0,3.393,91.20285416666668,0.001961928,0.426620412,0.424658484,17.2688009857802,17.097087897018405,14.8440625,17.036050610166736
NA,2015-12-31,2015,12,365,NA,NA,NA,NA,NA,NA,-8.59351875,0.494883125,0.10309037104516848,0,5.9832,84.89758333333333,0.26117970479999997,0.428270112,0.1670904072,17.249586372128903,17.03621682426146,14.468020833333334,17.006775782535485
Dormant,2016-01-01,2016,1,1,-129,SpringWheat,.,.,.,.,-4.419802083,1.19340625,0.382500027,0,6.73234065,73.34340063,0.548359646,0.548359646,0,16.87,16.954,14.138,16.981
Dormant,2016-01-02,2016,1,2,-128,SpringWheat,NA,NA,NA,NA,-4.141066667,1.501575,0.206921016,0,6.82641486,67.198625,0.414062129,0.414062129,0,16.794,16.878,13.925,16.959
Dormant,2016-01-03,2016,1,3,-127,SpringWheat,NA,NA,NA,NA,-10.38770833,0.283110417,-0.03037752,0,7.842838644,90.6263125,1.034296344,1.034296344,0,16.551,16.623,13.612,16.934
Dormant,2016-01-04,2016,1,4,-126,SpringWheat,NA,NA,NA,NA,-9.30020625,0.227104167,-0.01146732,0,7.657000794,93.14664583,0.848107152,0.848107152,0,16.251,16.283,13.116,16.907
Dormant,2016-01-05,2016,1,5,-125,SpringWheat,NA,NA,NA,NA,-8.4412375,0.379408333,0.010264035,0,7.521158034,89.71791667,0.716731459,0.716731459,0,16.15,16.146,12.743,16.883
Dormant,2016-01-06,2016,1,6,-124,SpringWheat,NA,NA,NA,NA,-9.097266667,0.061419167,0.050084407,0,2.13055839,97.741875,0.715716821,0.715716821,0,16.059,16.033,12.431,16.861
Dormant,2016-01-07,2016,1,7,-123,SpringWheat,NA,NA,NA,NA,-5.975283333,0.023081542,0.120823597,0,2.28544218,99.41364583,0.513497534,0.513497534,0,16.205,16.113,12.339,16.84
Dormant,2016-01-08,2016,1,8,-122,SpringWheat,NA,NA,NA,NA,-10.73504792,0.119621125,0.043163123,0,4.794768,94.47275,0.660654059,0.660654059,0,16.201,16.131,12.352,16.824
Dormant,2016-01-09,2016,1,9,-121,SpringWheat,NA,NA,NA,NA,-19.20833333,0.288833333,0.033082894,0,6.37763913,79.14777083,0.296651958,0.296651958,0,15.691,15.711,12.105,16.813
Dormant,2016-01-10,2016,1,10,-120,SpringWheat,NA,NA,NA,NA,-20.65625,0.152791667,0.047986587,0,5.753486052,86.4659375,0.227156141,0.227156141,0,14.933,14.971,11.58,16.801
Dormant,2016-01-11,2016,1,11,-119,SpringWheat,NA,NA,NA,NA,-11.06336458,0.352354167,0.11717314,0.932998572,3.899624058,86.77658333,0.377366045,0.377366045,0,14.938,14.819,11.388,16.755
Dormant,2016-01-12,2016,1,12,-118,SpringWheat,NA,NA,NA,NA,-15.04791667,0.227147917,0.061411879,0,6.350173956,87.94283333,0.331222734,0.331222734,0,14.827,14.716,11.304,16.62
Dormant,2016-01-13,2016,1,13,-117,SpringWheat,NA,NA,NA,NA,-4.960829167,0.588991667,0.109165815,0.772003156,5.737448934,88.53966667,0.452752997,0.452752997,0,14.864,14.711,11.225,16.291
Dormant,2016-01-14,2016,1,14,-116,SpringWheat,NA,NA,NA,NA,-5.479091667,0.169688542,0.148022997,2.273002464,3.159622224,95.171875,0.114881017,0.114881017,0,15.239,14.957,11.306,16.105
Dormant,2016-01-15,2016,1,15,-115,SpringWheat,NA,NA,NA,NA,-10.59929167,0.221458333,0.073540403,0,3.571174548,91.603375,0.286757819,0.286757819,0,15.24,14.961,11.342,16.077
